seed,inv_epsilon,epsilon,checkpoint,filter,errors,trajectories,p_hat,ci95_low,ci95_high,epsilon_log_inv_epsilon,normalized_error,action_0_count,action_1_count,action_2_count,action_3_count
2026072303,130.0,0.007692307692307693,900,wrong_action_control,16490,20000,0.8245,0.8191659243891174,0.8297094442104707,0.03744257269581217,22.0203885747471,4501736,4499457,4497808,4500999
2026072303,130.0,0.007692307692307693,900,action_conditioned_lof_bayes,964,20000,0.0482,0.045317331021641365,0.05125619275865478,0.03744257269581217,1.2873047050367619,4501736,4499457,4497808,4500999
2026072303,130.0,0.007692307692307693,950,time_varying_alf_sqrt_epsilon,1205,20000,0.06025,0.05703593289667637,0.06363296281466764,0.03744257269581217,1.6091308812959522,4751311,4749056,4748140,4751493
2026072303,130.0,0.007692307692307693,950,invalid_alf_epsilon_squared,14289,20000,0.71445,0.708149488691483,0.7206681470440537,0.03744257269581217,19.08122088202312,4751311,4749056,4748140,4751493
2026072303,130.0,0.007692307692307693,950,wrong_action_control,16580,20000,0.829,0.8237188865453658,0.8341547537297173,0.03744257269581217,22.14057262397252,4751311,4749056,4748140,4751493
2026072303,130.0,0.007692307692307693,950,action_conditioned_lof_bayes,991,20000,0.04955,0.04662795118239311,0.05264505410055154,0.03744257269581217,1.3233599198043888,4751311,4749056,4748140,4751493
2026072303,130.0,0.007692307692307693,1000,time_varying_alf_sqrt_epsilon,1171,20000,0.05855,0.055380150147309584,0.06188939848662518,0.03744257269581217,1.5637280182552364,5002105,4997707,4998423,5001765
2026072303,130.0,0.007692307692307693,1000,invalid_alf_epsilon_squared,14361,20000,0.71805,0.7117727228608537,0.7242435302150789,0.03744257269581217,19.17736812140346,5002105,4997707,4998423,5001765
2026072303,130.0,0.007692307692307693,1000,wrong_action_control,16404,20000,0.8202,0.814816507180186,0.8254605129294846,0.03744257269581217,21.90554603882058,5002105,4997707,4998423,5001765
2026072303,130.0,0.007692307692307693,1000,action_conditioned_lof_bayes,943,20000,0.04715,0.044298402141307855,0.0501755249147061,0.03744257269581217,1.2592617602174963,5002105,4997707,4998423,5001765
2026072303,140.0,0.007142857142857143,900,time_varying_alf_sqrt_epsilon,1120,20000,0.056,0.052897935343534014,0.0592725926742869,0.03529744587578074,1.5865170584034882,4496527,4501202,4502565,4499706
2026072303,140.0,0.007142857142857143,900,invalid_alf_epsilon_squared,14223,20000,0.71115,0.7048286187802717,0.7173902843932352,0.03529744587578074,20.147350108636438,4496527,4501202,4502565,4499706
2026072303,140.0,0.007142857142857143,900,wrong_action_control,16596,20000,0.8298,0.8245284384294507,0.8349448945879427,0.03529744587578074,23.50878312612883,4496527,4501202,4502565,4499706
2026072303,140.0,0.007142857142857143,900,action_conditioned_lof_bayes,920,20000,0.046,0.04318289247636304,0.04899147626257996,0.03529744587578074,1.3032104408314367,4496527,4501202,4502565,4499706
2026072303,140.0,0.007142857142857143,950,time_varying_alf_sqrt_epsilon,1148,20000,0.0574,0.05426049813080867,0.06070949218605514,0.03529744587578074,1.6261799848635754,4746674,4751161,4753458,4748707
2026072303,140.0,0.007142857142857143,950,invalid_alf_epsilon_squared,14260,20000,0.713,0.7066902684146292,0.7192279242254702,0.03529744587578074,20.19976183288727,4746674,4751161,4753458,4748707
2026072303,140.0,0.007142857142857143,950,wrong_action_control,16487,20000,0.82435,0.8190141811430504,0.8295612450673545,0.03529744587578074,23.35438101955206,4746674,4751161,4753458,4748707
2026072303,140.0,0.007142857142857143,950,action_conditioned_lof_bayes,897,20000,0.04485,0.0420678805221547,0.04780692989971733,0.03529744587578074,1.2706301798106507,4746674,4751161,4753458,4748707
2026072303,140.0,0.007142857142857143,1000,time_varying_alf_sqrt_epsilon,1197,20000,0.05985,0.05664626906811665,0.06322278027207225,0.03529744587578074,1.695590106168728,4997255,5000041,5003209,4999495
